servicio_id;inventario_id;cliente_id;cliente_nombre;tipo_equipo;marca;modelo;plan_id;actividad;fecha_inicio;fecha_fin;horas_servicio;Horas_servicio_HHMM;tecnico;resultado;repuestos_usados;costo_manodeobra_ars;costo_repuestos_ars;costo_total_ars;ubicacion;Repuestos_Usados_Filtro;Ubicacion_Clientes;Tecnicos_Bigtools
SV-000900;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;4/1/2023;5/1/2023;94;0h 56min;R. Soto;Observaciones;Sin_repuestos;20680;0;20680;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 6: Soto
SV-000901;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;2/1/2024;3/1/2024;91;0h 55min;A. Torres;OK;Sin_repuestos;20020;0;20020;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-000902;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;2027/13/40;25/3/2024;94;0h 56min;A. Torres;OK;Sin_repuestos;20680;0;20680;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-000903;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;4/7/2024;5/7/2024;104;1h 2min;A. Torres;Reparado;Sin_repuestos;22880;0;0;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-000904;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;03/28/2025;29/3/2025;118;1h 11min;M. Ruiz;Reparado;Sin_repuestos;25960;0;25960;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-000905;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;7/7/2025;8/7/2025;116;1h 10min;R. Soto;OK;Sin_repuestos;25520;0;25520;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 6: Soto
SV-000906;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;6/10/2025;7/10/2025;82;0h 49min;M. Gómez;OK;Sin_repuestos;18040;0;18040;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 4: Gomez M.
SV-000907;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;7/1/2022;8/1/2022;79;0h 47min;M. Gómez;OK;mangueras:7009;17380;7009;24389;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 4: Gomez M.
SV-000908;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;31/1/2022;1/2/2022;37;0h 22min;S. López;OK;mangueras:8420;8140;8420;16560;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-000909;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;26/4/2022;27/4/2022;46;0h 28min;S. López;OK;mangueras:10163;10120;10163;20283;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-000910;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;2027/13/40;28/5/2022;48;0h 29min;S. López;OK;mangueras:17614;10560;17614;28174;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-000911;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;28/6/2022;29/6/2022;45;0h 27min;M. Gómez;OK;mangueras:12227;9900;12227;22127;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 4: Gomez M.
SV-000912;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;24/7/2022;25/7/2022;31;0h 19min;M. Ruiz;OK;mangueras:15661;6820;15661;22481;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 5: Ruiz
SV-000913;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;2/9/2022;3/9/2022;38;0h 23min;M. Ruiz;Observaciones;mangueras:10296;8360;10296;18656;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 5: Ruiz
SV-000914;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;2/10/2022;3/10/2022;11163;111h 38min;J. Pérez;OK;mangueras:13907;12540;13907;26447;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 2: Pérez
SV-000915;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;2027/13/40;31/12/1999;-6166;-61h -40min;R. Soto;OK;mangueras:12457;6600;12457;19057;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 6: Soto
SV-000916;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;27/3/2023;28/3/2023;27;0h 16min;M. Ruiz;Observaciones;mangueras:10985;5940;10985;16925;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 5: Ruiz
SV-000917;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;23/6/2023;24/6/2023;72;0h 43min;S. López;OK;mangueras:16381;15840;16381;32221;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-000918;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;26/8/2023;27/8/2023;-5373;-53h -44min;J. Pérez;OK;mangueras:7740;0;7740;16320;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 2: Pérez
SV-000919;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;6/11/2023;7/11/2023;33;0h 20min;A. Torres;Reparado;mangueras:9392;7260;9392;16652;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 1: Torres
SV-000920;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;7/12/2023;8/12/2023;32;0h 19min;R. Soto;Reparado;mangueras:13443;0;13443;20483;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 6: Soto
SV-000921;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;24/12/2023;25/12/2023;52;0h 31min;M. Ruiz;OK;mangueras:19298;11440;19298;30738;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 5: Ruiz
SV-000922;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;3/2/2024;4/2/2024;35;0h 21min;R. Soto;Reparado;mangueras:13698;7700;13698;0;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 6: Soto
SV-000923;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1/3/2024;2027/13/40;-10936;-109h -22min;A. Torres;Reparado;mangueras:10789;13420;10789;24209;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 1: Torres
SV-000924;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;5/5/2024;6/5/2024;53;0h 32min;J. Pérez;OK;Sin_repuestos;11660;17425;29085;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-000925;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;26/5/2024;31/12/1999;34;0h 20min;M. Gómez;Reparado;mangueras:11246;7480;11246;18726;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 4: Gomez M.
SV-000926;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;24/6/2024;25/6/2024;38;0h 23min;A. Torres;Reparado;Sin_repuestos;8360;14068;22428;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-000927;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;4/11/2024;5/11/2024;66;0h 40min;R. Soto;Reparado;mangueras:10855;14520;10855;25375;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 6: Soto
SV-000928;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;2/1/2025;3/1/2025;7098;70h 59min;A. Torres;OK;mangueras:17212;14300;17212;31512;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 1: Torres
SV-000929;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;7/2/2025;8/2/2025;588;58h 48min;M. Ruiz;OK;mangueras:8574;13420;8574;21994;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 5: Ruiz
SV-000930;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;27/2/2025;28/2/2025;65;0h 39min;A. Torres;Reparado;mangueras:10110;14300;10110;24410;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 1: Torres
SV-000931;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;4/4/2025;5/4/2025;-6939;-69h -23min;L. Gómez;OK;mangueras:15096;7480;15096;22576;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 3: Gómez L.
SV-000932;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;4/5/2025;5/5/2025;65;0h 39min;R. Soto;OK;mangueras:7867;14300;7867;22167;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 6: Soto
SV-000933;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;6/7/2025;7/7/2025;34;0h 20min;S. López;Reparado;mangueras:17807;0;17807;25287;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-000934;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;27/7/2025;28/7/2025;42;0h 25min;M. Ruiz;Reparado;mangueras:11975;9240;11975;21215;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 5: Ruiz
SV-000935;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;3/10/2025;31/12/1999;61;0h 37min;J. Pérez;Reparado;mangueras:15418;13420;15418;28838;Sucursal 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 2: Pérez
SV-000936;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;25/6/2022;26/6/2022;55;0h 33min;M. Gómez;Reparado;Sin_repuestos;12100;0;12100;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 4: Gomez M.
SV-000937;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;3/1/2023;4/1/2023;38;0h 23min;M. Gómez;OK;Sin_repuestos;8360;0;8360;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 4: Gomez M.
SV-000938;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;3/1/2024;4/1/2024;31;0h 19min;M. Ruiz;OK;Sin_repuestos;0;0;6820;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-000939;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;27/6/2024;28/6/2024;5;0h 30min;M. Ruiz;OK;Sin_repuestos;11000;0;11000;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-000940;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;27/12/2024;31/12/1999;49;0h 29min;R. Soto;OK;Sin_repuestos;10780;0;0;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 6: Soto
SV-000941;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;24/6/2025;25/6/2025;31;0h 19min;S. López;OK;Sin_repuestos;6820;0;0;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Tecnico 7: López
SV-000942;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-006;Limpieza del sistema de calefacción;12/24/2021;25/12/2021;108;1h 5min;A. Torres;Reparado;Sin_repuestos;23760;0;23760;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-000943;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-006;Limpieza del sistema de calefacción;3/1/2023;4/1/2023;88;0h 53min;M. Ruiz;OK;Sin_repuestos;19360;0;0;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-000944;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-006;Limpieza del sistema de calefacción;3/1/2024;4/1/2024;119;1h 11min;M. Gómez;Reparado;Sin_repuestos;26180;0;26180;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 4: Gomez M.
SV-000945;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-007;Revisión del sistema eléctrico y termostato;27/12/2022;28/12/2022;9;0h 54min;S. López;OK;Sin_repuestos;19800;0;0;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Tecnico 7: López
SV-000946;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-007;Revisión del sistema eléctrico y termostato;29/12/2023;30/12/2023;74;0h 44min;J. Pérez;Observaciones;Sin_repuestos;0;0;16280;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-000947;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-008;Cambio de filtro fino de bomba;26/6/2022;27/6/2022;76;0h 46min;A. Torres;OK;Sin_repuestos;16720;0;16720;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-000948;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-008;Cambio de filtro fino de bomba;1/1/2023;2/1/2023;109;1h 5min;R. Soto;OK;Sin_repuestos;23980;0;23980;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 6: Soto
SV-000949;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-008;Cambio de filtro fino de bomba;28/6/2025;29/6/2025;933;93h 18min;M. Ruiz;Observaciones;Sin_repuestos;17380;0;17380;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-000950;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-009;Revisión del quemador y válvula de seguridad;4/7/2023;5/7/2023;98;0h 59min;M. Ruiz;OK;Sin_repuestos;21560;0;21560;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-000951;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-009;Revisión del quemador y válvula de seguridad;3/1/2024;4/1/2024;117;1h 10min;R. Soto;Reparado;Sin_repuestos;25740;0;25740;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 6: Soto
SV-000952;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-009;Revisión del quemador y válvula de seguridad;1/7/2024;2/7/2024;98;0h 59min;J. Pérez;OK;Sin_repuestos;21560;0;21560;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-000953;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-009;Revisión del quemador y válvula de seguridad;24/6/2025;31/12/1999;92;0h 55min;M. Ruiz;OK;Sin_repuestos;20240;0;20240;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-000954;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-010;Limpieza de tanque de detergente y prueba general;1/1/2022;1/2/2022;58;0h 35min;L. Gómez;Reparado;Sin_repuestos;12760;0;12760;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 3: Gómez L.
SV-000955;EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-010;Limpieza de tanque de detergente y prueba general;6/1/2024;7/1/2024;66;0h 40min;A. Torres;OK;Sin_repuestos;0;0;14520;Sucursal 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-000956;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-001;Cambio de aceite y filtro;2027/13/40;25/12/2021;156;1h 34min;M. Gómez;OK;Sin_repuestos;46800;25953;72753;Taller 5 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-000957;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-001;Cambio de aceite y filtro;26/12/2023;27/12/2023;11;1h 6min;R. Soto;OK;"aceite:25853; filtro_aceite:16945";33000;42798;75798;Taller 5 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 6: Soto
SV-000958;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-001;Cambio de aceite y filtro;24/6/2024;25/6/2024;148;1h 29min;J. Pérez;OK;"aceite:15348; filtro_aceite:14816";44400;30164;74564;Taller 5 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 2: Pérez
SV-000959;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-001;Cambio de aceite y filtro;1/1/2025;2/1/2025;156;1h 34min;J. Pérez;OK;"aceite:25991; filtro_aceite:13468";46800;39459;86259;Taller 5 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Técnico 2: Pérez
SV-000960;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-002;Limpieza o reemplazo de filtro de aire;29/12/2021;30/12/2021;7524;75h 14min;L. Gómez;Reparado;Sin_repuestos;29100;19377;48477;Taller 5 - Río Grande;Sin_repuestos;Río Grande;Técnico 3: Gómez L.
SV-000961;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-002;Limpieza o reemplazo de filtro de aire;7/1/2023;8/1/2023;82;0h 49min;S. López;OK;filtro_aire:20456;24600;20456;45056;Taller 5 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-000962;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-002;Limpieza o reemplazo de filtro de aire;7/1/2025;8/1/2025;77;0h 46min;S. López;Observaciones;filtro_aire:16582;23100;16582;39682;Taller 5 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-000963;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-003;Revisión de bujías y electrodos;3/1/2022;4/1/2022;11;1h 6min;S. López;OK;bujias:8142;33000;8142;41142;Taller 5 - Tolhuin;Se_utilizo_repuestos;Tolhuin;Tecnico 7: López
SV-000964;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-003;Revisión de bujías y electrodos;6/1/2023;7/1/2023;83;0h 50min;L. Gómez;OK;bujias:12414;24900;12414;37314;Taller 5 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 3: Gómez L.
SV-000965;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;5/1/2022;6/1/2022;55;0h 33min;S. López;OK;Sin_repuestos;16500;0;16500;Taller 5 - Ushuaia;Sin_repuestos;Ushuaia;Tecnico 7: López
SV-000966;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;2/4/2022;3/4/2022;48;0h 29min;S. López;OK;Sin_repuestos;14400;0;14400;Taller 5 - Río Grande;Sin_repuestos;Río Grande;Tecnico 7: López
SV-000967;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;4/7/2022;5/7/2022;52;0h 31min;A. Torres;OK;Sin_repuestos;15600;0;15600;Taller 5 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-000968;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;25/9/2022;26/9/2022;56;0h 34min;S. López;OK;Sin_repuestos;16800;0;16800;Taller 5 - Tolhuin;Sin_repuestos;Tolhuin;Tecnico 7: López
SV-000969;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;29/3/2023;30/3/2023;44;0h 26min;M. Gómez;OK;Sin_repuestos;13200;0;0;Taller 5 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-000970;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;6/7/2023;7/7/2023;-4333;-43h -20min;M. Ruiz;OK;Sin_repuestos;10500;0;10500;Taller 5 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 5: Ruiz
SV-000971;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;25/12/2023;26/12/2023;47;0h 28min;S. López;Reparado;Sin_repuestos;14100;0;14100;Taller 5 - Ushuaia;Sin_repuestos;Ushuaia;Tecnico 7: López
SV-000972;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;5/7/2024;6/7/2024;5;0h 30min;L. Gómez;OK;Sin_repuestos;15000;0;0;Taller 5 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 3: Gómez L.
SV-000973;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;6/10/2024;7/10/2024;69;0h 41min;R. Soto;Reparado;Sin_repuestos;20700;0;20700;Taller 5 - Río Grande;Sin_repuestos;Río Grande;Técnico 6: Soto
SV-000974;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;4/1/2025;5/1/2025;79;0h 47min;M. Gómez;OK;Sin_repuestos;23700;0;23700;Taller 5 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-000975;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;6/7/2025;7/7/2025;44;0h 26min;J. Pérez;Reparado;Sin_repuestos;13200;0;13200;Taller 5 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-000976;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-005;Verificación de válvulas y ajuste de luz;31/12/2021;1/1/2022;162;1h 37min;A. Torres;OK;Sin_repuestos;48600;0;48600;Taller 5 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 1: Torres
SV-000977;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-005;Verificación de válvulas y ajuste de luz;26/12/2022;27/12/2022;138;1h 23min;S. López;Reparado;Sin_repuestos;41400;0;41400;Taller 5 - Tolhuin;Sin_repuestos;Tolhuin;Tecnico 7: López
SV-000978;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-005;Verificación de válvulas y ajuste de luz;3/1/2024;4/1/2024;147;1h 28min;L. Gómez;OK;Sin_repuestos;44100;0;0;Taller 5 - Tolhuin;Sin_repuestos;Tolhuin;Técnico 3: Gómez L.
SV-000979;EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;7/4/2022;8/4/2022;8;0h 48min;L. Gómez;OK;Sin_repuestos;24000;0;0;Taller 5 - Río Grande;Sin_repuestos;Río Grande;Técnico 3: Gómez L.
