inventario_id;cliente_id;cliente_nombre;tipo_equipo;marca;modelo;fecha_lectura;horometro_h;ubicacion;ciudad;localidad;fecha_lectura_normalizada
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/11/2022 00:00;1199;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-nov-22
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/11/2022 00:00;642;Taller 3 - Río Grande;Río Grande;Taller 3;1-nov-22
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/11/2022 00:00;42728;Oficina 1 - Río Grande;Río Grande;Oficina 1;1-nov-22
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/12/2022 00:00;1352;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-dic-22
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/12/2022 00:00;86314;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-dic-22
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/12/2022 00:00;696;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-dic-22
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/1/2023 00:00;1429;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-ene-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;6/1/2023;2115;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;6-ene-23
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/2/2023 00:00;78;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-feb-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/2/2023;156;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-feb-23
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/3/2023 00:00;829;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-mar-23
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/3/2023 00:00;1185;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-mar-23
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/3/2023 00:00;1185;Sucursal 2 - Ushuaia;Ushuaia;Sucursal 2;1-mar-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/3/2023 00:00;171;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-mar-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2023 00:00;1848;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-abr-23
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2023 00:00;899;Taller 3 - Río Grande;Río Grande;Taller 3;1-abr-23
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2023 00:00;1228;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-abr-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2023 00:00;109669;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-may-23
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2023 00:00;1299;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-may-23
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2023;978;Taller 3 - Río Grande;Río Grande;Taller 3;1-may-23
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/6/2023 00:00;1375;Taller 1 - Tolhuin;Tolhuin;Taller 1;1-jun-23
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/6/2023 00:00;1018;Taller 3 - Tolhuin;Tolhuin;Taller 3;1-jun-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/7/2023;2223;Planta 1 - Ushuaia;Ushuaia;Planta 1;1-jul-23
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/7/2023 00:00;1074;Taller 3 - Río Grande;Río Grande;Taller 3;1-jul-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/8/2023 00:00;2361;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-ago-23
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/8/2023 00:00;1524;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-ago-23
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/9/2023;1612;Taller 2 - Río Grande;Río Grande;Taller 2;1-sept-23
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/9/2023 00:00;1181;Obra 1 - Tolhuin;Tolhuin;Obra 1;1-sept-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/9/2023 00:00;2495;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-sept-23
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/9/2023 00:00;1181;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-sept-23
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/10/2023 00:00;1670;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-oct-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/10/2023;2588;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-oct-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/10/2023 00:00;2588;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-oct-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/11/2023 00:00;2686;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-nov-23
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/11/2023 00:00;1288;Taller 3 - Tolhuin;Tolhuin;Taller 3;1-nov-23
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/11/2023;1737;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-nov-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/12/2023 00:00;2801;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-dic-23
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/12/2023 00:00;1774;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-dic-23
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/12/2023 00:00;1349;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-dic-23
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/1/2024;2851;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-ene-24
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/1/2024 00:00;1827;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-ene-24
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/1/2024;1449;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-ene-24
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;2/1/2024;1910;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;2-ene-24
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;8/1/2024;1931;Taller 3 - Río Grande;Río Grande;Taller 3;8-ene-24
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/2/2024 00:00;1547;Taller 3 - Río Grande;Río Grande;Taller 3;1-feb-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/2/2024;3003;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-feb-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/3/2024 00:00;3133;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-mar-24
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/3/2024 00:00;1590;Taller 3 - Tolhuin;Tolhuin;Taller 3;1-mar-24
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2024 00:00;1655;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-abr-24
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2024 00:00;2032;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-abr-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2024;3258;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-abr-24
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2024 00:00;1655;Taller 3 - Río Grande;Río Grande;Taller 3;1-abr-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2024 00:00;3319;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-may-24
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2024 00:00;2102;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-may-24
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2024 00:00;1738;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-may-24
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2024 00:00;2102;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-may-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/6/2024 00:00;3398;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-jun-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/6/2024 00:00;3398;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-jun-24
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/6/2024 00:00;2202;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-jun-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/7/2024 00:00;3469;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-jul-24
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/7/2024 00:00;2253;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-jul-24
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/7/2024;1893;Taller 3 - Tolhuin;Tolhuin;Taller 3;1-jul-24
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/8/2024 00:00;2325;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-ago-24
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/8/2024 00:00;2325;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-ago-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/8/2024 00:00;3566;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-ago-24
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/9/2024 00:00;2013;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-sept-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/9/2024 00:00;3629;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-sept-24
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/10/2024 00:00;2486;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-oct-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/10/2024 00:00;3718;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-oct-24
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/10/2024 00:00;2112;Taller 3 - Río Grande;Río Grande;Taller 3;1-oct-24
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/11/2024 00:00;2203;Taller 3 - Tolhuin;Tolhuin;Taller 3;1-nov-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/11/2024 00:00;105733;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-nov-24
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/11/2024 00:00;2539;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-nov-24
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/12/2024;2616;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-dic-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/12/2024 00:00;3913;Taller 4 - Ushuaia;Ushuaia;Taller 4;1-dic-24
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/12/2024 00:00;2278;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-dic-24
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/1/2025 00:00;4055;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-ene-25
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/1/2025 00:00;2700;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-ene-25
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/1/2025;2700;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-ene-25
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;4/1/2025;2911;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;4-ene-25
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;8/1/2025;4836;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;8-ene-25
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/2/2025 00:00;2765;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-feb-25
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/2/2025 00:00;4189;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-feb-25
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/2/2025 00:00;2423;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-feb-25
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/3/2025 00:00;2498;Oficina 1 - Río Grande;Río Grande;Oficina 1;1-mar-25
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2025 00:00;2546;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-abr-25
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2025 00:00;291;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-abr-25
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2025 00:00;4379;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-abr-25
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2025 00:00;2979;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-may-25
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2025 00:00;4528;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-may-25
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2025 00:00;2592;Taller 3 - Ushuaia;Ushuaia;Taller 3;1-may-25
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/6/2025;2675;Taller 3 - Tolhuin;Tolhuin;Taller 3;1-jun-25
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/6/2025 00:00;4633;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-jun-25
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/6/2025 00:00;3084;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-jun-25
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/7/2025 00:00;3140;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-jul-25
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/7/2025 00:00;4778;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-jul-25
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/7/2025 00:00;2734;Taller 3 - Tolhuin;Tolhuin;Taller 3;1-jul-25
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/8/2025 00:00;3242;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-ago-25
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/9/2025 00:00;2874;Taller 3 - Tolhuin;Tolhuin;Taller 3;1-sept-25
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/9/2025 00:00;4925;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-sept-25
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/9/2025 00:00;3345;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-sept-25
EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/10/2025 00:00;2952;Taller 3 - Tolhuin;Tolhuin;Taller 3;1-oct-25
EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/10/2025 00:00;3402;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-oct-25
EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/10/2025 00:00;5049;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-oct-25
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/1/2022 00:00;191;Obra 5 - Tolhuin;Tolhuin;Obra 5;1-ene-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/1/2022 00:00;98;Obra 3 - Río Grande;Río Grande;Obra 3;1-ene-22
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;6/1/2022 00:00;928;Obra 5 - Río Grande;Río Grande;Obra 5;6-ene-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;9/1/2022;646;Obra 3 - Tolhuin;Tolhuin;Obra 3;9-ene-22
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/2/2022 00:00;362;Oficina 5 - Tolhuin;Tolhuin;Oficina 5;1-feb-22
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/2/2022 00:00;362;Obra 5 - Río Grande;Río Grande;Obra 5;1-feb-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/2/2022 00:00;150;Obra 3 - Ushuaia;Ushuaia;Obra 3;1-feb-22
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/3/2022 00:00;476;Obra 5 - Tolhuin;Tolhuin;Obra 5;1-mar-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/3/2022;201;Obra 3 - Ushuaia;Ushuaia;Obra 3;1-mar-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2022 00:00;271;Taller 4 - Río Grande;Río Grande;Taller 4;1-abr-22
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2022 00:00;558;Obra 5 - Ushuaia;Ushuaia;Obra 5;1-abr-22
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2022 00:00;709;Obra 5 - Ushuaia;Ushuaia;Obra 5;1-may-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2022 00:00;383;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-may-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/6/2022 00:00;432;Obra 3 - Río Grande;Río Grande;Obra 3;1-jun-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/7/2022 00:00;487;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-jul-22
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/7/2022 00:00;101;Obra 5 - Ushuaia;Ushuaia;Obra 5;1-jul-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/8/2022 00:00;577;Obra 3 - Ushuaia;Ushuaia;Obra 3;1-ago-22
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/8/2022 00:00;1203;Obra 5 - Río Grande;Río Grande;Obra 5;1-ago-22
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/8/2022 00:00;110429;Obra 5 - Ushuaia;Ushuaia;Obra 5;1-ago-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/9/2022 00:00;646;Obra 3 - Río Grande;Río Grande;Obra 3;1-sept-22
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/9/2022 00:00;140;Obra 5 - Tolhuin;Tolhuin;Obra 5;1-sept-22
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/10/2022;1549;Obra 5 - Ushuaia;Ushuaia;Obra 5;1-oct-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/10/2022 00:00;716;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-oct-22
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/11/2022 00:00;1660;Obra 5 - Río Grande;Río Grande;Obra 5;1-nov-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/11/2022 00:00;764;Obra 3 - Ushuaia;Ushuaia;Obra 3;1-nov-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/12/2022 00:00;842;Sucursal 4 - Río Grande;Río Grande;Sucursal 4;1-dic-22
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/1/2023 00:00;891;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-ene-23
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/1/2023 00:00;1968;Obra 5 - Río Grande;Río Grande;Obra 5;1-ene-23
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;3/1/2023;1042;Obra 3 - Río Grande;Río Grande;Obra 3;3-ene-23
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/2/2023 00:00;95;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-feb-23
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/2/2023 00:00;208;Obra 5 - Tolhuin;Tolhuin;Obra 5;1-feb-23
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/3/2023 00:00;2167;Obra 5 - Tolhuin;Tolhuin;Obra 5;1-mar-23
EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/4/2023 00:00;2343;Obra 5 - Tolhuin;Tolhuin;Obra 5;1-abr-23
EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;1/5/2023 00:00;1158;Obra 3 - Río Grande;Río Grande;Obra 3;1-may-23
