inventario_id;cliente_id;Locacion;tipo_equipo;marca;modelo;plan_id;actividad;frecuencia_meses;criticidad;programado_para;programado_para_normalizada;estado;fecha_ejecucion;fecha_ejecucion_normalizada;responsable;duracion_estimada_h;Ciudad
EQP-0026;CLI-026;Taller 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;;domingo, 1 de octubre de 2023;Planificado;Sin datos;;J. Pérez;1; Ushuaia
EQP-0100;CLI-032;Planta 2 - Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-002;Cambio de aceite de bomba;6;Alta;;domingo, 1 de octubre de 2023;Planificado;Sin datos;;A. Torres;1; Río Grande
EQP-0039;CLI-044;Planta 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;domingo, 1 de octubre de 2023;Planificado;Sin datos;;M. Ruiz;1; Ushuaia
EQP-0053;CLI-044;Oficina 2 - Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;domingo, 1 de octubre de 2023;Planificado;Sin datos;;M. Ruiz;1; Río Grande
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;domingo, 1 de octubre de 2023;Planificado;Sin datos;;L. Gómez;1; Río Grande
EQP-0026;CLI-026;Taller 4 - Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;;sábado, 1 de octubre de 2022;Planificado;Sin datos;;J. Pérez;1; Río Grande
EQP-0067;CLI-005;Sucursal 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;sábado, 1 de octubre de 2022;Planificado;Sin datos;;Sin datos;1; Ushuaia
EQP-0026;CLI-026;Taller 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-006;Limpieza del sistema de calefacción;12;Media;;sábado, 1 de octubre de 2022;Planificado;Sin datos;;L. Gómez;1; Ushuaia
EQP-0026;CLI-026;Taller 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;;sábado, 1 de octubre de 2022;Planificado;Sin datos;;J. Pérez;1; Ushuaia
EQP-0067;CLI-005;Sucursal 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-007;Revisión del sistema eléctrico y termostato;12;Media;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;M. Gómez;1; Ushuaia
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-007;Revisión del sistema eléctrico y termostato;12;Media;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;M. Gómez;1; Río Grande
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;M. Ruiz;1; Ushuaia
EQP-0039;CLI-044;Planta 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;6;Alta;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;Sin datos;1; Ushuaia
EQP-0039;CLI-044;Planta 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;A. Torres;1; Ushuaia
EQP-0088;CLI-044;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;BAD-KH-002;Cambio de aceite de bomba;6;Alta;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;J. Pérez;1; Río Grande
EQP-0067;CLI-005;Sucursal 3 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;A. Torres;1; Río Grande
EQP-0021;CLI-026;Obra 2 - Río Grande;Motor;Cummins;QSB 4.5;CU-005;Cambio de filtro de combustible;6;Alta;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;J. Pérez;1; Río Grande
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-006;Limpieza del sistema de calefacción;12;Media;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;R. Soto;1; Ushuaia
EQP-0085;CLI-001;Depósito 3 - Tolhuin;Generador;Generac;Guardian 8 kVA (50Hz);GG-003;Revisión de bujías y electrodos;12;Media;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;J. Pérez;1; Tolhuin
EQP-0013;CLI-036;Oficina 1 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;BAD-KH-007;Revisión del sistema eléctrico y termostato;12;Media;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;L. Gómez;1; Río Grande
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;S. López;1; Río Grande
EQP-0009;CLI-009;Oficina 5 - Tolhuin;Generador;Generac;Guardian 10 kVA (50Hz);GG-003;Revisión de bujías y electrodos;12;Media;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;M. Gómez;1; Tolhuin
EQP-0088;CLI-044;Sucursal 4 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;6;Alta;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;J. Pérez;1; Ushuaia
EQP-0085;CLI-001;Depósito 3 - Ushuaia;Generador;Generac;Guardian 8 kVA (50Hz);GG-003;Revisión de bujías y electrodos;12;Media;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;J. Pérez;1; Ushuaia
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-006;Limpieza del sistema de calefacción;12;Media;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;M. Ruiz;1; Río Grande
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;R. Soto;1; Río Grande
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;6;Alta;;miércoles, 1 de enero de 2025;Planificado;Sin datos;;S. López;1; Río Grande
EQP-0013;CLI-036;Oficina 1 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-007;Revisión del sistema eléctrico y termostato;12;Media;;lunes, 1 de enero de 2024;Planificado;Sin datos;;M. Ruiz;1; Río Grande
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-006;Limpieza del sistema de calefacción;12;Media;;lunes, 1 de enero de 2024;Planificado;Sin datos;;L. Gómez;1; Ushuaia
EQP-0009;CLI-009;Oficina 5 - Ushuaia;Generador;Generac;Guardian 10 kVA (50Hz);GG-009;Ensayo general y actualización de firmware;12;Media;;lunes, 1 de enero de 2024;Planificado;Sin datos;;M. Ruiz;1; Ushuaia
EQP-0075;CLI-049;Oficina 2 - Tolhuin;Motor;Cummins;QSB 4.5;CU-005;Cambio de filtro de combustible;6;Alta;;lunes, 1 de enero de 2024;Planificado;Sin datos;;L. Gómez;1; Tolhuin
EQP-0026;CLI-026;Taller 4 - Tolhuin;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;lunes, 1 de enero de 2024;Planificado;Sin datos;;R. Soto;1; Tolhuin
EQP-0088;CLI-044;Sucursal 4 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;lunes, 1 de enero de 2024;Planificado;Sin datos;;R. Soto;1; Ushuaia
EQP-0094;CLI-044;Taller 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-007;Revisión del sistema eléctrico y termostato;12;Media;;lunes, 1 de enero de 2024;Planificado;Sin datos;;L. Gómez;1; Ushuaia
EQP-0067;CLI-005;Sucursal 3 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;6;Alta;;lunes, 1 de enero de 2024;Planificado;Sin datos;;L. Gómez;1; Tolhuin
EQP-0068;CLI-049;Oficina 3 - Tolhuin;Motor;Cummins;QSB 6.7;BAD-CU-003;Sustitución de filtro de aire primario/secundario;6;Media;;lunes, 1 de enero de 2024;Planificado;Sin datos;;J. Pérez;1; Tolhuin
EQP-0067;CLI-005;Sucursal 3 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;;lunes, 1 de enero de 2024;Planificado;Sin datos;;R. Soto;1; Río Grande
EQP-0075;CLI-049;Oficina 2 - Ushuaia;Motor;Cummins;QSB 4.5;CU-003;Sustitución de filtro de aire primario/secundario;6;Media;;lunes, 1 de enero de 2024;Planificado;Sin datos;;S. López;1; Ushuaia
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;6;Alta;;lunes, 1 de enero de 2024;Planificado;Sin datos;;Sin datos;1; Río Grande
EQP-0075;CLI-049;Oficina 2 - Ushuaia;Motor;Cummins;QSB 4.5;CU-005;Cambio de filtro de combustible;6;Alta;;lunes, 1 de enero de 2024;Planificado;Sin datos;;Sin datos;1; Ushuaia
EQP-0020;CLI-028;Depósito 3 - Tolhuin;Motor;Cummins;QSB 4.5;CU-003;Sustitución de filtro de aire primario/secundario;6;Media;;lunes, 1 de enero de 2024;Planificado;Sin datos;;A. Torres;1; Tolhuin
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;;domingo, 1 de enero de 2023;Planificado;Sin datos;;S. López;1; Ushuaia
EQP-0080;CLI-049;Depósito 3 - Ushuaia;Motor;Cummins;QSB 6.7;CU-003;Sustitución de filtro de aire primario/secundario;6;Media;;domingo, 1 de enero de 2023;Planificado;Sin datos;;J. Pérez;1; Ushuaia
EQP-0077;CLI-044;Planta 3 - Río Grande;Generador;Generac;Guardian 10 kVA (50Hz);GG-009;Ensayo general y actualización de firmware;12;Media;;domingo, 1 de enero de 2023;Planificado;Sin datos;;Sin datos;1; Río Grande
EQP-0067;CLI-005;Sucursal 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-006;Limpieza del sistema de calefacción;12;Media;;domingo, 1 de enero de 2023;Planificado;Sin datos;;M. Ruiz;1; Ushuaia
EQP-0088;CLI-044;Sucursal 4 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;domingo, 1 de enero de 2023;Planificado;Sin datos;;S. López;1; Ushuaia
EQP-0088;CLI-044;Sucursal 4 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;BAD-KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;domingo, 1 de enero de 2023;Planificado;Sin datos;;S. López;1; Tolhuin
EQP-0088;CLI-044;Sucursal 4 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;6;Alta;;domingo, 1 de enero de 2023;Planificado;Sin datos;;S. López;1; Tolhuin
EQP-0074;CLI-049;Oficina 2 - Ushuaia;Generador;Generac;Guardian 10 kVA (50Hz);GG-003;Revisión de bujías y electrodos;12;Media;;domingo, 1 de enero de 2023;Planificado;Sin datos;;A. Torres;1; Ushuaia
EQP-0074;CLI-049;Oficina 2 - Río Grande;Generador;Generac;Guardian 10 kVA (50Hz);GG-003;Revisión de bujías y electrodos;12;Media;;domingo, 1 de enero de 2023;Planificado;Sin datos;;A. Torres;1; Río Grande
EQP-0075;CLI-049;Oficina 2 - Ushuaia;Motor;Cummins;QSB 4.5;CU-003;Sustitución de filtro de aire primario/secundario;6;Media;;domingo, 1 de enero de 2023;Planificado;Sin datos;;M. Ruiz;1; Ushuaia
EQP-0021;CLI-026;Obra 2 - Río Grande;Motor;Cummins;QSB 4.5;CU-005;Cambio de filtro de combustible;6;Alta;;domingo, 1 de enero de 2023;Planificado;Sin datos;;A. Torres;1; Río Grande
EQP-0002;CLI-036;Sucursal 4 - Tolhuin;Motor;Cummins;QSB 6.7;BAD-CU-005;Cambio de filtro de combustible;6;Alta;;domingo, 1 de enero de 2023;Planificado;Sin datos;;Sin datos;1; Tolhuin
EQP-0067;CLI-005;Sucursal 3 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;domingo, 1 de enero de 2023;Planificado;Sin datos;;L. Gómez;1; Río Grande
EQP-0007;CLI-036;Taller 4 - Tolhuin;Motor;Cummins;QSB 4.5;CU-005;Cambio de filtro de combustible;6;Alta;;domingo, 1 de enero de 2023;Planificado;Sin datos;;L. Gómez;1; Tolhuin
EQP-0075;CLI-049;Oficina 2 - Río Grande;Motor;Cummins;QSB 4.5;CU-003;Sustitución de filtro de aire primario/secundario;6;Media;;domingo, 1 de enero de 2023;Planificado;Sin datos;;M. Ruiz;1; Río Grande
EQP-0013;CLI-036;Oficina 1 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;;domingo, 1 de enero de 2023;Planificado;Sin datos;;A. Torres;1; Río Grande
EQP-0067;CLI-005;Sucursal 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;;domingo, 1 de enero de 2023;Planificado;Sin datos;;S. López;1; Ushuaia
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;;domingo, 1 de enero de 2023;Planificado;Sin datos;;R. Soto;1; Río Grande
EQP-0080;CLI-049;Depósito 3 - Ushuaia;Motor;Cummins;QSB 6.7;CU-005;Cambio de filtro de combustible;6;Alta;;sábado, 1 de enero de 2022;Planificado;Sin datos;;A. Torres;1; Ushuaia
EQP-0094;CLI-044;Taller 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;6;Alta;;sábado, 1 de enero de 2022;Planificado;Sin datos;;S. López;1; Ushuaia
EQP-0007;CLI-036;Taller 4 - Ushuaia;Motor;Cummins;QSB 4.5;CU-005;Cambio de filtro de combustible;6;Alta;;sábado, 1 de enero de 2022;Planificado;Sin datos;;S. López;1; Ushuaia
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;6;Alta;;sábado, 1 de enero de 2022;Planificado;Sin datos;;A. Torres;1; Río Grande
EQP-0020;CLI-028;Depósito 3 - Ushuaia;Motor;Cummins;QSB 4.5;CU-005;Cambio de filtro de combustible;6;Alta;;sábado, 1 de enero de 2022;Planificado;Sin datos;;A. Torres;1; Ushuaia
EQP-0094;CLI-044;Taller 2 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-006;Limpieza del sistema de calefacción;12;Media;;sábado, 1 de enero de 2022;Planificado;Sin datos;;R. Soto;1; Río Grande
EQP-0050;CLI-024;Taller 5 - Tolhuin;Generador;Generac;Guardian 13 kVA (50Hz);GG-009;Ensayo general y actualización de firmware;12;Media;;sábado, 1 de enero de 2022;Planificado;Sin datos;;M. Ruiz;1; Tolhuin
EQP-0089;CLI-044;Taller 3 - Tolhuin;Motor;Cummins;QSB 4.5;CU-005;Cambio de filtro de combustible;6;Alta;;sábado, 1 de enero de 2022;Planificado;Sin datos;;A. Torres;1; Tolhuin
EQP-0074;CLI-049;Oficina 2 - Río Grande;Generador;Generac;Guardian 10 kVA (50Hz);GG-009;Ensayo general y actualización de firmware;12;Media;;sábado, 1 de enero de 2022;Planificado;Sin datos;;M. Ruiz;1; Río Grande
EQP-0021;CLI-026;Obra 2 - Ushuaia;Motor;Cummins;QSB 4.5;CU-003;Sustitución de filtro de aire primario/secundario;6;Media;;sábado, 1 de enero de 2022;Planificado;Sin datos;;A. Torres;1; Ushuaia
EQP-0077;CLI-044;Planta 3 - Ushuaia;Generador;Generac;Guardian 10 kVA (50Hz);GG-009;Ensayo general y actualización de firmware;12;Media;;sábado, 1 de enero de 2022;Planificado;Sin datos;;Sin datos;1; Ushuaia
EQP-0094;CLI-044;Taller 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-007;Revisión del sistema eléctrico y termostato;12;Media;;sábado, 1 de enero de 2022;Planificado;Sin datos;;A. Torres;1; Ushuaia
EQP-0050;CLI-024;Taller 5 - Ushuaia;Generador;Generac;Guardian 13 kVA (50Hz);GG-009;Ensayo general y actualización de firmware;12;Media;;sábado, 1 de enero de 2022;Planificado;Sin datos;;M. Ruiz;1; Ushuaia
EQP-0080;CLI-049;Depósito 3 - Ushuaia;Motor;Cummins;QSB 6.7;CU-003;Sustitución de filtro de aire primario/secundario;6;Media;;sábado, 1 de enero de 2022;Planificado;Sin datos;;L. Gómez;1; Ushuaia
EQP-0094;CLI-044;Taller 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;6;Alta;;sábado, 1 de enero de 2022;Planificado;Sin datos;;S. López;1; Ushuaia
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-006;Limpieza del sistema de calefacción;12;Media;;sábado, 1 de enero de 2022;Planificado;Sin datos;;Sin datos;1; Ushuaia
EQP-0065;CLI-038;Taller 4 - Río Grande;Generador;Generac;Guardian 13 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;;;Planificado;Sin datos;;J. Pérez;5; Río Grande
EQP-0048;CLI-001;Planta 3 - Ushuaia;Generador;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;;Planificado;Sin datos;;L. Gómez;5; Ushuaia
EQP-0050;CLI-024;Taller 5 - Río Grande;Generador;Generac;Guardian 13 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;;;Planificado;Sin datos;;A. Torres;5; Río Grande
EQP-0039;CLI-044;Planta 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;BAD-KH-004;Limpieza de mangueras y boquillas;1;Baja;;;Planificado;Sin datos;;Sin datos;5; Ushuaia
EQP-0037;CLI-032;Obra 3 - Tolhuin;Generador;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;;Planificado;Sin datos;;Sin datos;5; Tolhuin
EQP-0040;CLI-038;Sucursal 1 - Ushuaia;Generador;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;lunes, 1 de septiembre de 2025;Planificado;Sin datos;;L. Gómez;5; Ushuaia
EQP-0029;CLI-013;Depósito 5 - Ushuaia;Generador;Generac;Guardian 8 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;;domingo, 1 de septiembre de 2024;Planificado;Sin datos;;R. Soto;5; Ushuaia
EQP-0029;CLI-013;Depósito 5 - Tolhuin;Generador;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;domingo, 1 de septiembre de 2024;Planificado;Sin datos;;A. Torres;5; Tolhuin
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;6;Media;;domingo, 1 de septiembre de 2024;Planificado;Sin datos;;S. López;5; Tolhuin
EQP-0088;CLI-044;Sucursal 4 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;BAD-KH-004;Limpieza de mangueras y boquillas;1;Baja;;viernes, 1 de septiembre de 2023;Planificado;Sin datos;;S. López;5; Ushuaia
EQP-0029;CLI-013;Depósito 5 - Tolhuin;Generador;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;viernes, 1 de septiembre de 2023;Planificado;Sin datos;;L. Gómez;5; Tolhuin
EQP-0019;CLI-036;Planta 1 - Tolhuin;Generador;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;viernes, 1 de agosto de 2025;Planificado;Sin datos;;A. Torres;5; Tolhuin
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;6;Media;;viernes, 1 de agosto de 2025;Planificado;Sin datos;;M. Ruiz;5; Ushuaia
EQP-0019;CLI-036;Planta 1 - Río Grande;Generador;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;viernes, 1 de agosto de 2025;Planificado;Sin datos;;A. Torres;5; Río Grande
EQP-0017;CLI-049;Sucursal 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;BAD-KH-004;Limpieza de mangueras y boquillas;1;Baja;;jueves, 1 de agosto de 2024;Planificado;Sin datos;;M. Ruiz;5; Ushuaia
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;6;Media;;jueves, 1 de agosto de 2024;Planificado;Sin datos;;J. Pérez;5; Ushuaia
EQP-0019;CLI-036;Planta 1 - Río Grande;Generador;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;jueves, 1 de agosto de 2024;Planificado;Sin datos;;R. Soto;5; Río Grande
EQP-0019;CLI-036;Planta 1 - Río Grande;Generador;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;martes, 1 de agosto de 2023;Planificado;Sin datos;;L. Gómez;5; Río Grande
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;BAD-KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de agosto de 2022;Planificado;Sin datos;;M. Ruiz;5; Ushuaia
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-005;Sustitución de filtro de detergente;6;Media;;martes, 1 de julio de 2025;Planificado;Sin datos;;A. Torres;5; Ushuaia
EQP-0060;CLI-049;Obra 3 - Río Grande;Generador;Generac;Guardian 8 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;;martes, 1 de julio de 2025;Planificado;Sin datos;;Sin datos;5; Río Grande
EQP-0060;CLI-049;Obra 3 - Tolhuin;Generador;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;martes, 1 de julio de 2025;Planificado;Sin datos;;A. Torres;5; Tolhuin
EQP-0013;CLI-036;Oficina 1 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;6;Media;;martes, 1 de julio de 2025;Planificado;Sin datos;;R. Soto;5; Tolhuin
EQP-0050;CLI-024;Taller 5 - Río Grande;Generador;Generac;Guardian 13 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;;martes, 1 de julio de 2025;Planificado;Sin datos;;M. Gómez;5; Río Grande
EQP-0067;CLI-005;Sucursal 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;6;Media;;martes, 1 de julio de 2025;Planificado;Sin datos;;A. Torres;5; Ushuaia
EQP-0077;CLI-044;Planta 3 - Tolhuin;Generador;Generac;Guardian 10 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;martes, 1 de julio de 2025;Planificado;Sin datos;;Sin datos;5; Tolhuin
EQP-0033;CLI-044;Taller 5 - Tolhuin;Generador;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;martes, 1 de julio de 2025;Planificado;Sin datos;;A. Torres;5; Tolhuin
EQP-0050;CLI-024;Taller 5 - Ushuaia;Generador;Generac;Guardian 13 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;;lunes, 1 de julio de 2024;Planificado;Sin datos;;M. Gómez;5; Ushuaia
EQP-0009;CLI-009;Oficina 5 - Río Grande;Generador;Generac;Guardian 10 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;lunes, 1 de julio de 2024;Planificado;Sin datos;;L. Gómez;5; Río Grande
EQP-0050;CLI-024;Taller 5 - Ushuaia;Generador;Generac;Guardian 13 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;;sábado, 1 de julio de 2023;Planificado;Sin datos;;R. Soto;5; Ushuaia
EQP-0074;CLI-049;Oficina 2 - Ushuaia;Generador;Generac;Guardian 10 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;sábado, 1 de julio de 2023;Planificado;Sin datos;;M. Ruiz;5; Ushuaia
EQP-0085;CLI-001;Depósito 3 - Río Grande;Generador;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;sábado, 1 de julio de 2023;Planificado;Sin datos;;A. Torres;5; Río Grande
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;6;Media;;sábado, 1 de julio de 2023;Planificado;Sin datos;;A. Torres;5; Río Grande
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;6;Media;;sábado, 1 de julio de 2023;Planificado;Sin datos;;A. Torres;5; Río Grande
EQP-0036;CLI-044;Taller 2 - Río Grande;Generador;Generac;Guardian 10 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;sábado, 1 de julio de 2023;Planificado;Sin datos;;J. Pérez;5; Río Grande
EQP-0037;CLI-032;Obra 3 - Tolhuin;Generador;Generac;Guardian 13 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;;sábado, 1 de julio de 2023;Planificado;Sin datos;;Sin datos;5; Tolhuin
EQP-0039;CLI-044;Planta 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;6;Media;;viernes, 1 de julio de 2022;Planificado;Sin datos;;L. Gómez;5; Ushuaia
EQP-0088;CLI-044;Sucursal 4 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;6;Media;;viernes, 1 de julio de 2022;Planificado;Sin datos;;L. Gómez;5; Ushuaia
EQP-0036;CLI-044;Taller 2 - Ushuaia;Generador;Generac;Guardian 10 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;;viernes, 1 de julio de 2022;Planificado;Sin datos;;J. Pérez;5; Ushuaia
EQP-0062;CLI-044;Obra 1 - Río Grande;Generador;Generac;Guardian 10 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;;domingo, 1 de junio de 2025;Planificado;Sin datos;;M. Ruiz;5; Río Grande
