servicio_id;inventario_id;cliente_id;cliente_nombre;tipo_equipo;marca;modelo;plan_id;actividad;fecha_inicio;fecha_fin;horas_servicio;tecnico;resultado;repuestos_usados;costo_manodeobra_ars;costo_repuestos_ars;costo_total_ars;ubicacion;Ubicacion_cliente;Tecnicos_Bigtools;Horas_servicio_HHMM;Inicio_Service;Fin_service;Año
SV-001021;EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;1/7/2023 21:00;2/7/2023 21:00;0,34;M. Ruiz;OK;sin_repuestos;11.900;0;11.900;Sucursal 4 - Rio Grande;Rio Grande;Tecnico 3;0h 20min;1/7/2023;2/7/2023;2023
SV-001022;EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;5/10/2023 21:00;5/10/2023 21:00;0,43;A. Torres;OK;sin_repuestos;15.050;0;15.050;Sucursal 4 - Rio Grande;Rio Grande;Tecnico 6;0h 26min;5/10/2023;5/10/2023;2023
SV-001193;EQP-0021;CLI-026;Cliente 026;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;5/1/2023 21:00;6/1/2023 21:00;0,56;R. Soto;OK;sin_repuestos;19.600;0;19.600;Obra 2 - Rio Grande;Rio Grande;Tecnico 4;0h 34min;5/1/2023;6/1/2023;2023
SV-001194;EQP-0021;CLI-026;Cliente 026;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;30/3/2023 21:00;31/3/2023 21:00;0,47;A. Torres;OK;sin_repuestos;16.450;0;16.450;Obra 2 - Rio Grande;Rio Grande;Tecnico 6;0h 28min;30/3/2023;31/3/2023;2023
SV-001242;EQP-0026;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-003;Revision del sistema de seguridad y válvula de rebose;1/7/2023 21:00;2/7/2023 21:00;1,5;R. Soto;OK;sin_repuestos;19.360;0;19.360;Taller 4 - Rio Grande;Rio Grande;Tecnico 4;1h 30min;1/7/2023;2/7/2023;2023
SV-001275;EQP-0026;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitucion de filtro de detergente;31/3/2023 21:00;1/4/2023 21:00;0,4;A. Torres;OK;sin_repuestos;8.800;0;8.800;Taller 4 - Rio Grande;Rio Grande;Tecnico 6;0h 24min;31/3/2023;1/4/2023;2023
SV-001281;EQP-0026;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-006;Limpieza del sistema de calefaccion;28/9/2023 21:00;29/9/2023 21:00;1,07;L. Gómez;OK;sin_repuestos;23.540;0;23.540;Taller 4 - Rio Grande;Rio Grande;Tecnico 2;1h 4min;28/9/2023;29/9/2023;2023
SV-001326;EQP-0028;CLI-026;Cliente 026;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;3/2/2023 21:00;3/2/2023 21:00;0,37;R. Soto;OK;sin_repuestos;12.950;0;12.950;Planta 5 - Tolhuin;Tolhuin;Tecnico 4;0h 22min;3/2/2023;3/2/2023;2023
SV-001329;EQP-0028;CLI-026;Cliente 026;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;25/10/2023 21:00;25/10/2023 21:00;0,3;A. Torres;OK;sin_repuestos;10.500;0;10.500;Planta 5 - Rio Grande;Rio Grande;Tecnico 6;0h 18min;25/10/2023;25/10/2023;2023
SV-001373;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revision del sistema de seguridad y válvula de rebose;28/1/2023 21:00;29/1/2023 21:00;0,75;S. López;OK;sin_repuestos;16.500;0;16.500;Planta 3 - Tolhuin;Tolhuin;Tecnico 5;0h 45min;28/1/2023;29/1/2023;2023
SV-001407;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitucion de filtro de detergente;6/5/2023 21:00;7/5/2023 21:00;0,5;A. Torres;OK;sin_repuestos;11.000;0;11.000;Planta 3 - Rio Grande;Rio Grande;Tecnico 6;0h 30min;6/5/2023;7/5/2023;2023
SV-001408;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitucion de filtro de detergente;6/11/2023 21:00;7/11/2023 21:00;0,77;L. Gómez;OK;sin_repuestos;16.940;0;16.940;Planta 3 - Rio Grande;Rio Grande;Tecnico 2;0h 46min;6/11/2023;7/11/2023;2023
SV-001411;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-006;Limpieza del sistema de calefaccion;2/5/2023 21:00;2/5/2023 21:00;0,99;J. Pérez;OK;sin_repuestos;21.780;0;21.780;Planta 3 - Tolhuin;Tolhuin;Tecnico 1;0h 59min;2/5/2023;2/5/2023;2023
SV-001418;EQP-0032;CLI-026;Cliente 026;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-008;Cambio de filtro fino de bomba;30/4/2023 21:00;1/5/2023 21:00;0,73;J. Pérez;OK;sin_repuestos;16.060;0;16.060;Planta 3 - Rio Grande;Rio Grande;Tecnico 1;0h 44min;30/4/2023;1/5/2023;2023
SV-001549;EQP-0092;CLI-026;Cliente 026;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobacion de batería y cargador;6/4/2023 21:00;7/4/2023 21:00;0,49;J. Pérez;OK;sin_repuestos;14.700;0;14.700;Planta 2 - Tolhuin;Tolhuin;Tecnico 1;0h 29min;6/4/2023;7/4/2023;2023
SV-001564;EQP-0092;CLI-026;Cliente 026;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;3/4/2023 21:00;3/4/2023 21:00;0,85;R. Soto;OK;sin_repuestos;25.500;0;25.500;Planta 2 - Tolhuin;Tolhuin;Tecnico 4;0h 51min;3/4/2023;3/4/2023;2023
SV-001565;EQP-0092;CLI-026;Cliente 026;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;26/6/2023 21:00;26/6/2023 21:00;1,5;L. Gómez;OK;sin_repuestos;7.500;0;7.500;Planta 2 - Tolhuin;Tolhuin;Tecnico 2;1h 30min;26/6/2023;26/6/2023;2023
SV-001577;EQP-0092;CLI-026;Cliente 026;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-008;Verificacion de sistema de arranque automático;3/4/2023 21:00;4/4/2023 21:00;0,48;M. Gómez;OK;sin_repuestos;14.400;0;14.400;Planta 2 - Tolhuin;Tolhuin;Tecnico 7;0h 29min;3/4/2023;4/4/2023;2023
SV-001617;EQP-0020;CLI-028;Cliente 028;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;5/7/2023 21:00;6/7/2023 21:00;0,52;M. Gómez;OK;sin_repuestos;18.200;0;18.200;Deposito 3 - Tolhuin;Tolhuin;Tecnico 7;0h 31min;5/7/2023;6/7/2023;2023
SV-001618;EQP-0020;CLI-028;Cliente 028;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;24/12/2023 21:00;25/12/2023 21:00;0,66;A. Torres;OK;sin_repuestos;23.100;0;23.100;Deposito 3 - Tolhuin;Tolhuin;Tecnico 6;0h 40min;24/12/2023;25/12/2023;2023
SV-001626;EQP-0020;CLI-028;Cliente 028;Motor Cummins;Cummins;QSB 4.5;CU-008;Limpieza de tanque de combustible;27/12/2023 21:00;27/12/2023 21:00;2,42;R. Soto;OK;sin_repuestos;84.700;0;84.700;Deposito 3 - Tolhuin;Tolhuin;Tecnico 4;2h 25min;27/12/2023;27/12/2023;2023
SV-001730;EQP-0043;CLI-030;Cliente 030;Motor Cummins;Cummins;QSB 4.5;CU-006;Revision de válvulas y ajuste de holgura;30/12/2023 21:00;31/12/2023 21:00;2,09;J. Pérez;OK;sin_repuestos;73.150;0;73.150;Deposito 3 - Rio Grande;Rio Grande;Tecnico 1;2h 5min;30/12/2023;31/12/2023;2023
SV-001736;EQP-0043;CLI-030;Cliente 030;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;6/4/2023 21:00;7/4/2023 21:00;0,65;M. Gómez;OK;sin_repuestos;22.750;0;22.750;Deposito 3 - Rio Grande;Rio Grande;Tecnico 7;0h 39min;6/4/2023;7/4/2023;2023
SV-001737;EQP-0043;CLI-030;Cliente 030;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;2/7/2023 21:00;3/7/2023 21:00;0,45;J. Pérez;OK;sin_repuestos;15.750;0;15.750;Deposito 3 - Rio Grande;Rio Grande;Tecnico 1;0h 27min;2/7/2023;3/7/2023;2023
SV-001745;EQP-0043;CLI-030;Cliente 030;Motor Cummins;Cummins;QSB 4.5;CU-008;Limpieza de tanque de combustible;6/1/2023 21:00;7/1/2023 21:00;1,8;J. Pérez;OK;sin_repuestos;63.000;0;63.000;Deposito 3 - Rio Grande;Rio Grande;Tecnico 1;1h 48min;6/1/2023;7/1/2023;2023
SV-001927;EQP-0015;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-003;Revision del sistema de seguridad y válvula de rebose;26/10/2023 21:00;27/10/2023 21:00;0,99;M. Ruiz;OK;sin_repuestos;21.780;0;21.780;Planta 4 - Tolhuin;Tolhuin;Tecnico 3;0h 59min;26/10/2023;27/10/2023;2023
SV-001950;EQP-0015;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitucion de filtro de detergente;26/7/2023 21:00;26/7/2023 21:00;0,33;M. Ruiz;OK;sin_repuestos;7.260;0;7.260;Planta 4 - Tolhuin;Tolhuin;Tecnico 3;0h 20min;26/7/2023;26/7/2023;2023
SV-001955;EQP-0015;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-007;Revision del sistema el茅ctrico y termostato;31/7/2023 21:00;1/8/2023 21:00;1,5;R. Soto;OK;sin_repuestos;17.820;0;17.820;Planta 4 - Tolhuin;Tolhuin;Tecnico 4;1h 30min;31/7/2023;1/8/2023;2023
SV-001993;EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;23/3/2023 21:00;24/3/2023 21:00;0,78;S. López;OK;sin_repuestos;23.400;0;23.400;Obra 3 - Tolhuin;Tolhuin;Tecnico 5;0h 47min;23/3/2023;24/3/2023;2023
SV-001994;EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;1/7/2023 21:00;2/7/2023 21:00;0,61;M. Ruiz;OK;sin_repuestos;18.300;0;18.300;Obra 3 - Tolhuin;Tolhuin;Tecnico 3;0h 37min;1/7/2023;2/7/2023;2023
SV-001996;EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;31/12/2023 21:00;1/1/2024 21:00;0,71;J. Pérez;OK;sin_repuestos;21.300;0;21.300;Obra 3 - Tolhuin;Tolhuin;Tecnico 1;0h 43min;31/12/2023;1/1/2024;2023
SV-002008;EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-008;Verificacion de sistema de arranque automático;27/12/2023 21:00;28/12/2023 21:00;0,66;J. Pérez;OK;sin_repuestos;19.800;0;19.800;Obra 3 - Tolhuin;Tolhuin;Tecnico 1;0h 40min;27/12/2023;28/12/2023;2023
SV-002048;EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-003;Revision del sistema de seguridad y válvula de rebose;2/10/2023 21:00;3/10/2023 21:00;1,05;S. López;OK;sin_repuestos;23.100;0;23.100;Planta 2 - Rio Grande;Rio Grande;Tecnico 5;1h 3min;2/10/2023;3/10/2023;2023
SV-002049;EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-003;Revision del sistema de seguridad y válvula de rebose;30/12/2023 21:00;31/12/2023 21:00;1,26;J. Pérez;OK;sin_repuestos;27.720;0;27.720;Planta 2 - Rio Grande;Rio Grande;Tecnico 1;1h 16min;30/12/2023;31/12/2023;2023
SV-002071;EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitucion de filtro de detergente;1/10/2023 21:00;2/10/2023 21:00;1,5;A. Torres;OK;sin_repuestos;13.640;0;13.640;Planta 2 - Rio Grande;Rio Grande;Tecnico 6;1h 30min;1/10/2023;2/10/2023;2023
SV-002075;EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-006;Limpieza del sistema de calefaccion;1/10/2023 21:00;2/10/2023 21:00;1,01;M. Gómez;OK;sin_repuestos;22.220;0;22.220;Planta 2 - Rio Grande;Rio Grande;Tecnico 7;1h 1min;1/10/2023;2/10/2023;2023
SV-002077;EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-007;Revision del sistema el茅ctrico y termostato;22/9/2023 21:00;23/9/2023 21:00;1,22;M. Gómez;OK;sin_repuestos;26.840;0;26.840;Planta 2 - Rio Grande;Rio Grande;Tecnico 7;1h 13min;22/9/2023;23/9/2023;2023
SV-002083;EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-009;Revision del quemador y válvula de seguridad;22/9/2023 21:00;23/9/2023 21:00;0,83;J. Pérez;OK;sin_repuestos;18.260;0;18.260;Planta 2 - Rio Grande;Rio Grande;Tecnico 1;0h 50min;22/9/2023;23/9/2023;2023
SV-002141;EQP-0002;CLI-036;Cliente 036;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificacion de batería y alternador;26/6/2023 21:00;27/6/2023 21:00;0,42;S. López;OK;sin_repuestos;14.700;0;14.700;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 5;0h 25min;26/6/2023;27/6/2023;2023
SV-002142;EQP-0002;CLI-036;Cliente 036;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificacion de batería y alternador;30/9/2023 21:00;1/10/2023 21:00;0,57;M. Ruiz;OK;sin_repuestos;19.950;0;19.950;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 3;0h 34min;30/9/2023;1/10/2023;2023
SV-002143;EQP-0002;CLI-036;Cliente 036;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificacion de batería y alternador;28/12/2023 21:00;29/12/2023 21:00;0,6;L. Gómez;OK;sin_repuestos;21.000;0;21.000;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 2;0h 36min;28/12/2023;29/12/2023;2023
SV-002186;EQP-0007;CLI-036;Cliente 036;Motor Cummins;Cummins;QSB 4.5;CU-002;Revision de inyectores y limpieza de bomba;2/1/2023 21:00;3/1/2023 21:00;2,91;J. Pérez;OK;sin_repuestos;10.185;0;101.850;Taller 4 - Rio Grande;Rio Grande;Tecnico 1;2h 55min;2/1/2023;3/1/2023;2023
SV-002210;EQP-0007;CLI-036;Cliente 036;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificacion de batería y alternador;5/7/2023 21:00;6/7/2023 21:00;1,5;M. Ruiz;OK;sin_repuestos;19.600;0;19.600;Taller 4 - Tolhuin;Tolhuin;Tecnico 3;1h 30min;5/7/2023;6/7/2023;2023
SV-002266;EQP-0013;CLI-036;Cliente 036;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revision del sistema de seguridad y válvula de rebose;24/12/2023 21:00;24/12/2023 21:00;1,08;J. Pérez;OK;sin_repuestos;23.760;0;23.760;Oficina 1 - Tolhuin;Tolhuin;Tecnico 1;1h 5min;24/12/2023;24/12/2023;2023
SV-002307;EQP-0013;CLI-036;Cliente 036;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-005;Sustitucion de filtro de detergente;27/12/2023 21:00;28/12/2023 21:00;0,6;J. Pérez;OK;sin_repuestos;13.200;0;13.200;Oficina 1 - Tolhuin;Tolhuin;Tecnico 1;0h 36min;27/12/2023;28/12/2023;2023
SV-002309;EQP-0013;CLI-036;Cliente 036;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-006;Limpieza del sistema de calefaccion;30/4/2023 21:00;5/1/2023 21:00;0,88;S. López;OK;sin_repuestos;19.360;0;19.360;Oficina 1 - Rio Grande;Rio Grande;Tecnico 5;0h 53min;30/4/2023;5/1/2023;2023
SV-002319;EQP-0013;CLI-036;Cliente 036;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-009;Revision del quemador y válvula de seguridad;26/6/2023 21:00;27/6/2023 21:00;1,08;J. Pérez;OK;sin_repuestos;23.760;0;23.760;Oficina 1 - Rio Grande;Rio Grande;Tecnico 1;1h 5min;26/6/2023;27/6/2023;2023
SV-002378;EQP-0024;CLI-036;Cliente 036;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-003;Revision del sistema de seguridad y válvula de rebose;22/11/2023 21:00;23/11/2023 21:00;1,04;L. Gómez;OK;sin_repuestos;22.880;0;22.880;Planta 5 - Tolhuin;Tolhuin;Tecnico 2;1h 2min;22/11/2023;23/11/2023;2023
SV-002415;EQP-0024;CLI-036;Cliente 036;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-008;Cambio de filtro fino de bomba;28/2/2023 21:00;1/3/2023 21:00;0,97;R. Soto;OK;sin_repuestos;21.340;0;21.340;Planta 5 - Tolhuin;Tolhuin;Tecnico 4;0h 58min;28/2/2023;1/3/2023;2023
SV-002416;EQP-0024;CLI-036;Cliente 036;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;KH-008;Cambio de filtro fino de bomba;31/8/2023 21:00;1/9/2023 21:00;0,77;A. Torres;OK;sin_repuestos;16.940;0;16.940;Planta 5 - Tolhuin;Tolhuin;Tecnico 6;0h 46min;31/8/2023;1/9/2023;2023
SV-002441;EQP-0030;CLI-036;Cliente 036;Motor Cummins;Cummins;QSB 6.7;CU-006;Revision de válvulas y ajuste de holgura;23/11/2023 21:00;24/11/2023 21:00;2,54;J. Pérez;OK;sin_repuestos;88.900;0;88.900;Taller 4 - Tolhuin;Tolhuin;Tecnico 1;2h 32min;23/11/2023;24/11/2023;2023
SV-002444;EQP-0030;CLI-036;Cliente 036;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificacion de batería y alternador;28/2/2023 21:00;1/3/2023 21:00;0,6;J. Pérez;OK;sin_repuestos;21.000;0;21.000;Taller 4 - Rio Grande;Rio Grande;Tecnico 1;0h 36min;28/2/2023;1/3/2023;2023
SV-002445;EQP-0030;CLI-036;Cliente 036;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificacion de batería y alternador;5/6/2023 21:00;6/6/2023 21:00;0,53;J. Pérez;OK;sin_repuestos;18.550;0;18.550;Taller 4 - Tolhuin;Tolhuin;Tecnico 1;0h 32min;5/6/2023;6/6/2023;2023
SV-002488;EQP-0040;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-009;Ensayo general y actualizacion de firmware;29/11/2023 21:00;30/11/2023 21:00;1,03;R. Soto;OK;sin_repuestos;30.900;0;30.900;Sucursal 1 - Tolhuin;Tolhuin;Tecnico 4;1h 2min;29/11/2023;30/11/2023;2023
SV-002617;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobacion de batería y cargador;29/8/2023 21:00;30/8/2023 21:00;0,56;M. Gómez;OK;sin_repuestos;16.800;0;16.800;Taller 4 - Rio Grande;Rio Grande;Tecnico 7;0h 34min;29/8/2023;30/8/2023;2023
SV-002628;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;23/5/2023 21:00;24/5/2023 21:00;0,74;R. Soto;OK;sin_repuestos;22.200;0;22.200;Taller 4 - Rio Grande;Rio Grande;Tecnico 4;0h 44min;23/5/2023;24/5/2023;2023
SV-002629;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;30/11/2023 21:00;1/12/2023 21:00;0,42;J. Pérez;OK;sin_repuestos;12.600;0;12.600;Taller 4 - Rio Grande;Rio Grande;Tecnico 1;0h 25min;30/11/2023;1/12/2023;2023
SV-002634;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-007;Limpieza de compartimiento y proteccion anticorrosion;4/9/2023 21:00;4/9/2023 21:00;0,61;L. Gómez;OK;sin_repuestos;18.300;0;18.300;Taller 4 - Rio Grande;Rio Grande;Tecnico 2;0h 37min;4/9/2023;4/9/2023;2023
SV-002638;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-008;Verificacion de sistema de arranque automático;26/8/2023 21:00;27/8/2023 21:00;1,5;M. Gómez;OK;sin_repuestos;16.200;0;16.200;Taller 4 - Rio Grande;Rio Grande;Tecnico 7;1h 30min;26/8/2023;27/8/2023;2023
SV-002644;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-009;Ensayo general y actualizacion de firmware;27/8/2023 21:00;28/8/2023 21:00;1,05;M. Gómez;OK;sin_repuestos;31.500;0;31.500;Taller 4 - Rio Grande;Rio Grande;Tecnico 7;1h 3min;27/8/2023;28/8/2023;2023
SV-004679;EQP-0031;CLI-049;Cliente 049;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitucion de filtro de detergente;2/12/2023 21:00;3/12/2023 21:00;0,43;L. Gómez;OK;sin_repuestos;9.460;0;9.460;Oficina 3 - Rio Grande;Rio Grande;Tecnico 2;0h 26min;2/12/2023;3/12/2023;2023
SV-004683;EQP-0031;CLI-049;Cliente 049;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-007;Revision del sistema el茅ctrico y termostato;11/4/2023 21:00;11/4/2023 21:00;1,5;R. Soto;OK;sin_repuestos;25.740;0;25.740;Oficina 3 - Rio Grande;Rio Grande;Tecnico 4;1h 30min;11/4/2023;11/4/2023;2023
SV-004686;EQP-0031;CLI-049;Cliente 049;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-009;Revision del quemador y válvula de seguridad;25/11/2023 21:00;26/11/2023 21:00;1,1;R. Soto;OK;sin_repuestos;24.200;0;24.200;Oficina 3 - Rio Grande;Rio Grande;Tecnico 4;1h 6min;25/11/2023;26/11/2023;2023
SV-004689;EQP-0031;CLI-049;Cliente 049;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-010;Limpieza de tanque de detergente y prueba general;25/11/2023 21:00;26/11/2023 21:00;0,74;M. Ruiz;OK;sin_repuestos;16.280;0;16.280;Oficina 3 - Rio Grande;Rio Grande;Tecnico 3;0h 44min;25/11/2023;26/11/2023;2023
SV-004793;EQP-0060;CLI-049;Cliente 049;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobacion de batería y cargador;29/9/2023 21:00;30/9/2023 21:00;1,5;M. Gómez;OK;sin_repuestos;16.500;0;16.500;Obra 3 - Rio Grande;Rio Grande;Tecnico 7;1h 30min;29/9/2023;30/9/2023;2023
SV-004813;EQP-0060;CLI-049;Cliente 049;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-007;Limpieza de compartimiento y proteccion anticorrosion;26/12/2023 21:00;27/12/2023 21:00;0,59;L. Gómez;OK;sin_repuestos;17.700;0;17.700;Obra 3 - Rio Grande;Rio Grande;Tecnico 2;0h 35min;26/12/2023;27/12/2023;2023
SV-004817;EQP-0060;CLI-049;Cliente 049;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-008;Verificacion de sistema de arranque automático;27/6/2023 21:00;28/6/2023 21:00;0,59;S. López;OK;sin_repuestos;17.700;0;17.700;Obra 3 - Tolhuin;Tolhuin;Tecnico 5;0h 35min;27/6/2023;28/6/2023;2023
SV-004855;EQP-0068;CLI-049;Cliente 049;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificacion de batería y alternador;4/1/2023 21:00;31/5/2023 21:00;0,39;M. Gómez;OK;sin_repuestos;13.650;0;13.650;Oficina 3 - Rio Grande;Rio Grande;Tecnico 7;0h 23min;4/1/2023;31/5/2023;2023
SV-004856;EQP-0068;CLI-049;Cliente 049;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificacion de batería y alternador;25/3/2023 21:00;26/3/2023 21:00;0,46;S. López;OK;sin_repuestos;16.100;0;16.100;Oficina 3 - Tolhuin;Tolhuin;Tecnico 5;0h 28min;25/3/2023;26/3/2023;2023
SV-004867;EQP-0068;CLI-049;Cliente 049;Motor Cummins;Cummins;QSB 6.7;CU-009;Ensayo de carga y control de emisiones;25/12/2023 21:00;25/12/2023 21:00;1,76;A. Torres;OK;sin_repuestos;61.600;0;6.160;Oficina 3 - Rio Grande;Rio Grande;Tecnico 6;1h 46min;25/12/2023;25/12/2023;2023
SV-004907;EQP-0074;CLI-049;Cliente 049;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-004;Comprobacion de batería y cargador;29/12/2023 21:00;29/12/2023 21:00;0,46;M. Ruiz;OK;sin_repuestos;13.800;0;13.800;Oficina 2 - Tolhuin;Tolhuin;Tecnico 3;0h 28min;29/12/2023;29/12/2023;2023
SV-004917;EQP-0074;CLI-049;Cliente 049;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-006;Prueba de carga en modo manual;23/3/2023 21:00;24/3/2023 21:00;0,59;M. Gómez;OK;sin_repuestos;17.700;0;17.700;Oficina 2 - Tolhuin;Tolhuin;Tecnico 7;0h 35min;23/3/2023;24/3/2023;2023
SV-004918;EQP-0074;CLI-049;Cliente 049;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-006;Prueba de carga en modo manual;1/7/2023 21:00;1/7/2023 21:00;0,59;L. Gómez;OK;sin_repuestos;17.700;0;17.700;Oficina 2 - Rio Grande;Rio Grande;Tecnico 2;0h 35min;1/7/2023;1/7/2023;2023
SV-004919;EQP-0074;CLI-049;Cliente 049;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-006;Prueba de carga en modo manual;23/9/2023 21:00;24/9/2023 21:00;0,8;R. Soto;OK;sin_repuestos;24.000;0;24.000;Oficina 2 - Rio Grande;Rio Grande;Tecnico 4;0h 48min;23/9/2023;24/9/2023;2023
SV-004927;EQP-0074;CLI-049;Cliente 049;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-007;Limpieza de compartimiento y proteccion anticorrosion;27/12/2023 21:00;28/12/2023 21:00;0,66;M. Ruiz;OK;sin_repuestos;19.800;0;19.800;Oficina 2 - Tolhuin;Tolhuin;Tecnico 3;0h 40min;27/12/2023;28/12/2023;2023
SV-004951;EQP-0075;CLI-049;Cliente 049;Motor Cummins;Cummins;QSB 4.5;CU-004;Limpieza de sistema de refrigeracion y verificacion de termostato;27/12/2023 21:00;28/12/2023 21:00;2,28;L. Gómez;OK;sin_repuestos;79.800;0;79.800;Oficina 2 - Tolhuin;Tolhuin;Tecnico 2;2h 17min;27/12/2023;28/12/2023;2023
