inventario_id,cliente_id,ubicacion,tipo_equipo,marca,modelo,plan_id,actividad,frecuencia_meses,criticidad,programado_para,programado_para_normalizada,estado,fecha_ejecucion,fecha_ejecucion_normalizada,responsable,duracion_estimada_h
EQP-0062,CLI-044,Obra 1 - Río Grande,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),GG-004,Comprobación de batería y cargador,3,Media,2025-01-03T00:00:00Z,2025-01-03T00:00:00Z,Ejecutado,2025-05-03T00:00:00Z,2025-05-03T00:00:00Z,M. Gómez,"0,5"
EQP-0097,CLI-044,Sucursal 5 - Ushuaia,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-001,Limpieza de filtros de agua y combustible,1,Media,2025-01-09T00:00:00Z,2025-01-09T00:00:00Z,Ejecutado,2025-08-28T00:00:00Z,2025-08-28T00:00:00Z,Sin datos,"0,5"
EQP-0062,CLI-044,Obra 1 - Tolhuin,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),GG-009,Ensayo general y actualización de firmware,12,Media,2023-01-12T00:00:00Z,2023-01-12T00:00:00Z,Ejecutado,2023-11-29T00:00:00Z,2023-11-29T00:00:00Z,J. Pérez,1
EQP-0001,CLI-025,Sucursal 3 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,3,Alta,2023-01-04T00:00:00Z,2023-01-04T00:00:00Z,Ejecutado,2023-03-25T00:00:00Z,2023-03-25T00:00:00Z,A. Torres,2
EQP-0013,CLI-036,Oficina 1 - Río Grande,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-001,Limpieza de filtros de agua y combustible,1,Media,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,Ejecutado,2025-07-02T00:00:00Z,2025-02-07T00:00:00Z,M. Gómez,"0,5"
EQP-0054,CLI-033,Sucursal 3 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,3,Alta,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,Ejecutado,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,M. Ruiz,1
EQP-0095,CLI-044,Taller 2 - Tolhuin,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,3,Alta,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z,Ejecutado,2024-02-01T00:00:00Z,2024-02-01T00:00:00Z,L. Gómez,1
EQP-0056,CLI-011,Obra 2 - Tolhuin,Motor Cummins,Cummins,QSB 6.7,CU-002,Revisión de inyectores y limpieza de bomba,12,Alta,2024-01-11T00:00:00Z,2024-01-11T00:00:00Z,Ejecutado,2024-02-11T00:00:00Z,2024-02-11T00:00:00Z,S. López,3
EQP-0009,CLI-009,Oficina 5 - Ushuaia,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,6,Media,2023-01-07T00:00:00Z,2023-01-07T00:00:00Z,Ejecutado,1900-01-01T00:00:00Z,1900-01-01T00:00:00Z,J. Pérez,"0,5"
EQP-0086,CLI-014,Planta 4 - Río Grande,Motor Cummins,Cummins,QSB 6.7,CU-006,Revisión de válvulas y ajuste de holgura,12,Alta,2025-01-04T00:00:00Z,2025-01-04T00:00:00Z,Ejecutado,2025-02-04T00:00:00Z,2025-02-04T00:00:00Z,L. Gómez,"2,5"
EQP-0058,CLI-008,Oficina 5 - Ushuaia,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,6,Media,2025-01-09T00:00:00Z,2025-01-09T00:00:00Z,Ejecutado,2025-07-09T00:00:00Z,2025-07-09T00:00:00Z,M. Gómez,1
EQP-0036,CLI-044,Taller 2 - Ushuaia,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),GG-005,Verificación de válvulas y ajuste de luz,12,Alta,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Ejecutado,2024-12-31T00:00:00Z,2024-12-31T00:00:00Z,M. Ruiz,"1,5"
EQP-0022,CLI-004,Planta 4 - Ushuaia,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,3,Alta,2024-01-07T00:00:00Z,2024-01-07T00:00:00Z,Ejecutado,2024-06-07T00:00:00Z,2024-06-07T00:00:00Z,Sin datos,2
EQP-0032,CLI-026,Planta 3 - Tolhuin,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-001,Limpieza de filtros de agua y combustible,1,Media,2025-01-04T00:00:00Z,2025-01-04T00:00:00Z,Ejecutado,2025-02-04T00:00:00Z,2025-02-04T00:00:00Z,S. López,"0,5"
EQP-0089,CLI-044,Taller 3 - Tolhuin,Motor Cummins,Cummins,QSB 4.5,CU-001,Cambio de aceite y filtro de lubricación,6,Alta,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,Ejecutado,2025-06-25T00:00:00Z,2025-06-25T00:00:00Z,M. Gómez,2
EQP-0007,CLI-036,Taller 4 - Río Grande,Motor Cummins,Cummins,QSB 4.5,CU-006,Revisión de válvulas y ajuste de holgura,12,Alta,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,Ejecutado,2021-12-30T00:00:00Z,2021-12-30T00:00:00Z,A. Torres,"2,5"
EQP-0097,CLI-044,Sucursal 5 - Ushuaia,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-004,Limpieza de mangueras y boquillas,1,Baja,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Ejecutado,2024-12-25T00:00:00Z,2024-12-25T00:00:00Z,R. Soto,"0,5"
EQP-0086,CLI-014,Planta 4 - Río Grande,Motor Cummins,Cummins,QSB 6.7,CU-005,Cambio de filtro de combustible,6,Alta,2025-01-04T00:00:00Z,2025-01-04T00:00:00Z,Ejecutado,2025-06-04T00:00:00Z,2025-06-04T00:00:00Z,L. Gómez,1
EQP-0094,CLI-044,Taller 2 - Tolhuin,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-004,Limpieza de mangueras y boquillas,1,Baja,2025-01-06T00:00:00Z,2025-01-06T00:00:00Z,Ejecutado,2025-05-30T00:00:00Z,2025-05-30T00:00:00Z,J. Pérez,"0,5"
EQP-0027,CLI-049,Depósito 5 - Tolhuin,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,3,Media,2023-01-03T00:00:00Z,2023-01-03T00:00:00Z,Ejecutado,2023-02-24T00:00:00Z,2023-02-24T00:00:00Z,J. Pérez,"0,5"
EQP-0072,CLI-032,Oficina 5 - Ushuaia,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,6,Media,2025-01-05T00:00:00Z,2025-01-05T00:00:00Z,Ejecutado,2025-04-26T00:00:00Z,2025-04-26T00:00:00Z,M. Gómez,1
EQP-0094,CLI-044,Taller 2 - Tolhuin,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-002,Cambio de aceite de bomba,6,Alta,2023-01-07T00:00:00Z,2023-01-07T00:00:00Z,Ejecutado,2023-06-24T00:00:00Z,2023-06-24T00:00:00Z,Sin datos,1
EQP-0039,CLI-044,Planta 2 - Ushuaia,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-004,Limpieza de mangueras y boquillas,1,Baja,2024-01-02T00:00:00Z,2024-01-02T00:00:00Z,Ejecutado,2024-05-02T00:00:00Z,2024-05-02T00:00:00Z,S. López,"0,5"
EQP-0032,CLI-026,Planta 3 - Ushuaia,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-007,Revisión del sistema eléctrico y termostato,12,Media,2024-01-05T00:00:00Z,2024-01-05T00:00:00Z,Ejecutado,2024-04-28T00:00:00Z,2024-04-28T00:00:00Z,A. Torres,1
EQP-0094,CLI-044,Taller 2 - Río Grande,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-001,Limpieza de filtros de agua y combustible,1,Media,2024-01-06T00:00:00Z,2024-01-06T00:00:00Z,Ejecutado,2024-05-26T00:00:00Z,2024-05-26T00:00:00Z,M. Gómez,"0,5"
EQP-0057,CLI-030,Planta 4 - Tolhuin,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,3,Alta,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Ejecutado,2024-12-29T00:00:00Z,2024-12-29T00:00:00Z,J. Pérez,1
EQP-0008,CLI-023,Sucursal 4 - Río Grande,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-001,Limpieza de filtros de agua y combustible,1,Media,2024-01-04T00:00:00Z,2024-01-04T00:00:00Z,Ejecutado,2024-03-25T00:00:00Z,2024-03-25T00:00:00Z,J. Pérez,"0,5"
EQP-0087,CLI-038,Oficina 1 - Tolhuin,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,3,Media,2023-01-07T00:00:00Z,2023-01-07T00:00:00Z,Ejecutado,2023-07-04T00:00:00Z,2023-04-07T00:00:00Z,J. Pérez,"0,5"
EQP-0021,CLI-026,Obra 2 - Río Grande,Motor Cummins,Cummins,QSB 4.5,CU-004,Limpieza de sistema de refrigeración y verificación de termostato,12,Media,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,Ejecutado,2022-04-01T00:00:00Z,2022-04-01T00:00:00Z,S. López,2
EQP-0062,CLI-044,Obra 1 - Ushuaia,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,6,Media,2025-01-06T00:00:00Z,2025-01-06T00:00:00Z,Ejecutado,2025-05-31T00:00:00Z,2025-05-31T00:00:00Z,M. Gómez,"0,5"
EQP-0098,CLI-039,Sucursal 3 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-007,Inspección del alternador y cepillos,12,Media,2023-01-10T00:00:00Z,2023-01-10T00:00:00Z,Ejecutado,2023-07-10T00:00:00Z,2023-07-10T00:00:00Z,S. López,1
EQP-0093,CLI-030,Sucursal 4 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,3,Media,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,Ejecutado,2025-09-30T00:00:00Z,2025-09-30T00:00:00Z,M. Gómez,"0,5"
EQP-0088,CLI-044,Sucursal 4 - Ushuaia,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-008,Cambio de filtro fino de bomba,6,Alta,2022-01-07T00:00:00Z,2022-01-07T00:00:00Z,Ejecutado,2022-06-24T00:00:00Z,2022-06-24T00:00:00Z,R. Soto,"0,75"
EQP-0042,CLI-048,Oficina 1 - Ushuaia,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,3,Media,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,Ejecutado,2022-04-01T00:00:00Z,2022-04-01T00:00:00Z,L. Gómez,"0,5"
EQP-0044,CLI-017,Taller 5 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,3,Alta,2023-01-10T00:00:00Z,2023-01-10T00:00:00Z,Ejecutado,2023-08-10T00:00:00Z,2023-08-10T00:00:00Z,Sin datos,1
EQP-0037,CLI-032,Obra 3 - Río Grande,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-004,Comprobación de batería y cargador,3,Media,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,Ejecutado,2025-09-28T00:00:00Z,2025-09-28T00:00:00Z,M. Gómez,"0,5"
EQP-0008,CLI-023,Sucursal 4 - Río Grande,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-001,Limpieza de filtros de agua y combustible,1,Media,2024-01-04T00:00:00Z,2024-01-04T00:00:00Z,Ejecutado,2024-03-25T00:00:00Z,2024-03-25T00:00:00Z,J. Pérez,"0,5"
EQP-0031,CLI-049,Oficina 3 - Río Grande,Hidrolavadora Karcher,Karcher,HDS 12/18-4 S,KH-003,Revisión del sistema de seguridad y válvula de rebose,3,Alta,2024-01-03T00:00:00Z,2024-01-03T00:00:00Z,Ejecutado,2024-08-03T00:00:00Z,2024-08-03T00:00:00Z,M. Ruiz,1
EQP-0054,CLI-033,Sucursal 3 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,3,Alta,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,Ejecutado,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,J. Pérez,2
EQP-0057,CLI-030,Planta 4 - Tolhuin,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,3,Media,2024-01-07T00:00:00Z,2024-01-07T00:00:00Z,Ejecutado,2024-06-28T00:00:00Z,2024-06-28T00:00:00Z,A. Torres,"0,5"
EQP-0093,CLI-030,Sucursal 4 - Ushuaia,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,3,Alta,2024-01-10T00:00:00Z,2024-01-10T00:00:00Z,Ejecutado,2024-09-30T00:00:00Z,2024-09-30T00:00:00Z,S. López,1
EQP-0012,CLI-030,Depósito 2 - Ushuaia,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,BAD-LR-006,Cambio de filtro de combustible,3,Alta,2022-01-04T00:00:00Z,2022-01-04T00:00:00Z,Ejecutado,2022-03-29T00:00:00Z,2022-03-29T00:00:00Z,J. Pérez,1
EQP-0060,CLI-049,Obra 3 - Ushuaia,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,6,Media,2022-01-07T00:00:00Z,2022-01-07T00:00:00Z,Ejecutado,2022-06-26T00:00:00Z,2022-06-26T00:00:00Z,J. Pérez,"0,5"
EQP-0083,CLI-005,Planta 5 - Tolhuin,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,3,Alta,2024-01-04T00:00:00Z,2024-01-04T00:00:00Z,Ejecutado,2024-03-31T00:00:00Z,2024-03-31T00:00:00Z,A. Torres,1
EQP-0001,CLI-025,Sucursal 3 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,6,Media,2023-07-01T00:00:00Z,2023-07-01T00:00:00Z,Ejecutado,2023-06-25T00:00:00Z,2023-06-25T00:00:00Z,S. López,1
EQP-0042,CLI-048,Oficina 1 - Ushuaia,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,3,Alta,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Ejecutado,1900-01-01T00:00:00Z,1900-01-01T00:00:00Z,Sin datos,1
EQP-0082,CLI-001,Planta 4 - Tolhuin,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,6,Media,2024-01-03T00:00:00Z,2024-01-03T00:00:00Z,Ejecutado,2024-08-03T00:00:00Z,2024-08-03T00:00:00Z,S. López,1
EQP-0044,CLI-017,Taller 5 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,3,Media,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,Ejecutado,2023-06-01T00:00:00Z,2023-06-01T00:00:00Z,M. Ruiz,"1,5"
EQP-0001,CLI-025,Sucursal 3 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,3,Alta,2022-01-07T00:00:00Z,2022-01-07T00:00:00Z,Ejecutado,2022-05-07T00:00:00Z,2022-05-07T00:00:00Z,Sin datos,2
EQP-0093,CLI-030,Sucursal 4 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,3,Media,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,Ejecutado,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,J. Pérez,"1,5"
EQP-0077,CLI-044,Planta 3 - Río Grande,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),BAD-GG-006,Prueba de carga en modo manual,3,Media,2023-01-04T00:00:00Z,2023-01-04T00:00:00Z,Ejecutado,2023-05-04T00:00:00Z,2023-05-04T00:00:00Z,M. Ruiz,"0,75"
EQP-0009,CLI-009,Oficina 5 - Tolhuin,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),GG-006,Prueba de carga en modo manual,3,Media,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,Ejecutado,2021-12-28T00:00:00Z,2021-12-28T00:00:00Z,R. Soto,"0,75"
EQP-0020,CLI-028,Depósito 3 - Río Grande,Motor Cummins,Cummins,QSB 4.5,CU-005,Cambio de filtro de combustible,6,Alta,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Ejecutado,2025-02-01T00:00:00Z,2025-02-01T00:00:00Z,S. López,1
EQP-0009,CLI-009,Oficina 5 - Tolhuin,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),GG-003,Revisión de bujías y electrodos,12,Media,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z,Ejecutado,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z,R. Soto,1
EQP-0083,CLI-005,Planta 5 - Tolhuin,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,3,Alta,2024-01-04T00:00:00Z,2024-01-04T00:00:00Z,Ejecutado,2024-03-29T00:00:00Z,2024-03-29T00:00:00Z,A. Torres,2
EQP-0026,CLI-026,Taller 4 - Ushuaia,Hidrolavadora Karcher,Karcher,HDS 12/18-4 S,KH-003,Revisión del sistema de seguridad y válvula de rebose,3,Alta,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,Ejecutado,2025-08-01T00:00:00Z,2025-08-01T00:00:00Z,M. Ruiz,1
EQP-0090,CLI-024,Sucursal 4 - Ushuaia,Motor Cummins,Cummins,QSB 4.5,CU-007,Verificación de batería y alternador,3,Media,2023-01-04T00:00:00Z,2023-01-04T00:00:00Z,Ejecutado,2023-04-06T00:00:00Z,2023-06-04T00:00:00Z,A. Torres,"0,5"
EQP-0007,CLI-036,Taller 4 - Ushuaia,Motor Cummins,Cummins,QSB 4.5,CU-004,Limpieza de sistema de refrigeración y verificación de termostato,12,Media,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,Ejecutado,2022-12-28T00:00:00Z,2022-12-28T00:00:00Z,L. Gómez,2
EQP-0017,CLI-049,Sucursal 2 - Ushuaia,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-004,Limpieza de mangueras y boquillas,1,Baja,2025-01-05T00:00:00Z,2025-01-05T00:00:00Z,Ejecutado,2025-05-05T00:00:00Z,2025-05-05T00:00:00Z,R. Soto,"0,5"
EQP-0047,CLI-044,Obra 5 - Río Grande,Motor Cummins,Cummins,QSB 6.7,CU-007,Verificación de batería y alternador,3,Media,2025-09-01T00:00:00Z,2025-09-01T00:00:00Z,Ejecutado,2025-08-28T00:00:00Z,2025-08-28T00:00:00Z,J. Pérez,"0,5"
EQP-0008,CLI-023,Sucursal 4 - Río Grande,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-001,Limpieza de filtros de agua y combustible,1,Media,2024-01-07T00:00:00Z,2024-01-07T00:00:00Z,Ejecutado,2024-06-27T00:00:00Z,2024-06-27T00:00:00Z,L. Gómez,"0,5"
EQP-0034,CLI-044,Obra 1 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,3,Alta,2025-01-04T00:00:00Z,2025-01-04T00:00:00Z,Ejecutado,2025-08-04T00:00:00Z,2025-08-04T00:00:00Z,Sin datos,1
EQP-0046,CLI-039,Depósito 3 - Ushuaia,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-001,Limpieza de filtros de agua y combustible,1,Media,2023-06-01T00:00:00Z,2023-06-01T00:00:00Z,Ejecutado,2023-04-06T00:00:00Z,2023-04-06T00:00:00Z,J. Pérez,"0,5"
EQP-0028,CLI-026,Planta 5 - Ushuaia,Motor Cummins,Cummins,QSB 4.5,CU-004,Limpieza de sistema de refrigeración y verificación de termostato,12,Media,2022-01-05T00:00:00Z,2022-01-05T00:00:00Z,Ejecutado,2022-06-05T00:00:00Z,2022-06-05T00:00:00Z,R. Soto,2
EQP-0009,CLI-009,Oficina 5 - Ushuaia,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),GG-003,Revisión de bujías y electrodos,12,Media,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,Ejecutado,2022-12-28T00:00:00Z,2022-12-28T00:00:00Z,R. Soto,1
EQP-0093,CLI-030,Sucursal 4 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,3,Alta,2025-01-04T00:00:00Z,2025-01-04T00:00:00Z,Ejecutado,2025-03-26T00:00:00Z,2025-03-26T00:00:00Z,M. Gómez,1
EQP-0024,CLI-036,Planta 5 - Tolhuin,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-002,Cambio de aceite de bomba,6,Alta,2024-01-09T00:00:00Z,2024-01-09T00:00:00Z,Ejecutado,2024-04-09T00:00:00Z,2024-04-09T00:00:00Z,M. Gómez,1
EQP-0011,CLI-049,Obra 5 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,3,Media,2022-01-07T00:00:00Z,2022-01-07T00:00:00Z,Ejecutado,2022-06-26T00:00:00Z,2022-06-26T00:00:00Z,R. Soto,"0,5"
EQP-0074,CLI-049,Oficina 2 - Ushuaia,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),GG-006,Prueba de carga en modo manual,3,Media,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,Ejecutado,2025-02-07T00:00:00Z,2025-02-07T00:00:00Z,L. Gómez,"0,75"
EQP-0007,CLI-036,Taller 4 - Ushuaia,Motor Cummins,Cummins,QSB 4.5,CU-002,Revisión de inyectores y limpieza de bomba,12,Alta,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,Ejecutado,2021-12-27T00:00:00Z,2021-12-27T00:00:00Z,M. Gómez,3
EQP-0013,CLI-036,Oficina 1 - Ushuaia,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-001,Limpieza de filtros de agua y combustible,1,Media,2025-01-04T00:00:00Z,2025-01-04T00:00:00Z,Ejecutado,2025-04-04T00:00:00Z,2025-04-04T00:00:00Z,L. Gómez,"0,5"
EQP-0075,CLI-049,Oficina 2 - Tolhuin,Motor Cummins,Cummins,QSB 4.5,CU-005,Cambio de filtro de combustible,6,Alta,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,Ejecutado,2023-06-01T00:00:00Z,2023-06-01T00:00:00Z,R. Soto,1
EQP-0081,CLI-040,Obra 5 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,6,Media,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,Ejecutado,2025-03-07T00:00:00Z,2025-03-07T00:00:00Z,J. Pérez,1
EQP-0034,CLI-044,Obra 1 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-001,Cambio de aceite de motor y filtro,3,Alta,2025-01-04T00:00:00Z,2025-01-04T00:00:00Z,Ejecutado,2025-03-31T00:00:00Z,2025-03-31T00:00:00Z,R. Soto,2
EQP-0037,CLI-032,Obra 3 - Tolhuin,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,3,Media,2024-01-04T00:00:00Z,2024-01-04T00:00:00Z,Ejecutado,2024-03-30T00:00:00Z,2024-03-30T00:00:00Z,A. Torres,"0,75"
EQP-0028,CLI-026,Planta 5 - Tolhuin,Motor Cummins,Cummins,QSB 4.5,CU-003,Sustitución de filtro de aire primario/secundario,6,Media,2025-01-05T00:00:00Z,2025-01-05T00:00:00Z,Ejecutado,2025-06-05T00:00:00Z,2025-06-05T00:00:00Z,L. Gómez,1
EQP-0059,CLI-049,Oficina 1 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,3,Media,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Ejecutado,2024-07-11T00:00:00Z,2024-07-11T00:00:00Z,Sin datos,"0,5"
EQP-0084,CLI-044,Oficina 3 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-003,Limpieza de sistema de combustible y drenaje de sedimentos,3,Media,2022-10-01T00:00:00Z,2022-10-01T00:00:00Z,Ejecutado,2022-09-27T00:00:00Z,2022-09-27T00:00:00Z,S. López,"1,5"
EQP-0063,CLI-048,Sucursal 4 - Tolhuin,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-008,Prueba de arranque y verificación de batería,3,Media,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,Ejecutado,2025-06-27T00:00:00Z,2025-06-27T00:00:00Z,M. Ruiz,"0,5"
EQP-0008,CLI-023,Sucursal 4 - Río Grande,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-001,Limpieza de filtros de agua y combustible,1,Media,2023-01-12T00:00:00Z,2023-01-12T00:00:00Z,Ejecutado,2023-08-12T00:00:00Z,2023-08-12T00:00:00Z,Sin datos,"0,5"
EQP-0016,CLI-049,Oficina 5 - Ushuaia,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-009,Limpieza general y revisión de terminales,6,Baja,2023-01-11T00:00:00Z,2023-01-11T00:00:00Z,Ejecutado,2023-10-26T00:00:00Z,2023-10-26T00:00:00Z,L. Gómez,1
EQP-0008,CLI-023,Sucursal 4 - Río Grande,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-006,Limpieza del sistema de calefacción,12,Media,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,Ejecutado,2021-12-25T00:00:00Z,2021-12-25T00:00:00Z,A. Torres,1
EQP-0031,CLI-049,Oficina 3 - Río Grande,Hidrolavadora Karcher,Karcher,HDS 12/18-4 S,KH-001,Limpieza de filtros de agua y combustible,1,Media,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,Ejecutado,2025-09-30T00:00:00Z,2025-09-30T00:00:00Z,J. Pérez,"0,5"
EQP-0088,CLI-044,Sucursal 4 - Ushuaia,Hidrolavadora Karcher,Karcher,HDS 9/18-4 M,KH-009,Revisión del quemador y válvula de seguridad,6,Alta,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z,Ejecutado,2024-05-01T00:00:00Z,2024-05-01T00:00:00Z,A. Torres,1
EQP-0044,CLI-017,Taller 5 - Río Grande,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-002,Reemplazo de filtro de aire,6,Media,2024-01-07T00:00:00Z,2024-01-07T00:00:00Z,Ejecutado,2024-07-03T00:00:00Z,2024-03-07T00:00:00Z,M. Ruiz,1
EQP-0099,CLI-005,Depósito 4 - Ushuaia,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,LR-006,Cambio de filtro de combustible,3,Alta,2024-01-07T00:00:00Z,2024-01-07T00:00:00Z,Ejecutado,1900-01-01T00:00:00Z,1900-01-01T00:00:00Z,M. Ruiz,1
